dept_title,oca_title,org_cost_acct,appropriation_amt,cur_doc_no,cur_doc_no_sfx,obj_lvl_3,obj_lvl_3_title,ESRI_OID
Golf Course System,Sim Park,210500,"4,680.00",BU740056,15,2102,Gas-Black Hills,8018
Golf Course System,Sim Park,210500,"4,533.00",BU740056,16,2104,Water,8019
Golf Course System,Sim Park,210500,744.00,BU740056,17,2215,Plexar,8020
Golf Course System,Sim Park,210500,241.00,BU740056,18,2302,Out of town registration fees,8021
Golf Course System,Sim Park,210500,200.00,BU740056,19,2401,Vehicle liability,8022
Golf Course System,Sim Park,210500,170.00,BU740056,20,2500,Certification fees,8023
Golf Course System,Sim Park,210500,"1,060.00",BU740056,21,2503,Studies/Consultants,8024
Golf Course System,Sim Park,210500,"17,760.00",BU740056,22,2700,Motor pool - scheduled charges,8025
Golf Course System,Sim Park,210500,500.00,BU740056,23,2702,Lease/rent equipment,8026
Golf Course System,Sim Park,210500,"3,500.00",BU740056,24,2803,Maintenance - buildings,8027
Golf Course System,Sim Park,210500,200.00,BU740056,25,2804,Pest control services,8028
Golf Course System,Sim Park,210500,15.00,BU740056,26,2916,Property taxes ,8029
Golf Course System,Sim Park,210500,60.00,BU740056,27,2917,Printing and copying,8030
Golf Course System,Sim Park,210500,94.00,BU740056,28,3200,Clothing and towels,8031
Golf Course System,Sim Park,210500,"24,985.00",BU740056,29,3301,Industrial chemicals,8032
Golf Course System,Sim Park,210500,"18,000.00",BU740056,30,3400,Equipment parts and supplies,8033
Golf Course System,Sim Park,210500,"1,500.00",BU740056,31,3402,Automotive,8034
Golf Course System,Sim Park,210500,"10,097.00",BU740056,32,3405,Fuel,8035
Golf Course System,Sim Park,210500,"1,530.00",BU740056,33,3421,Tires,8036
Golf Course System,Sim Park,210500,"4,000.00",BU740056,34,3500,Materials,8037
Golf Course System,Sim Park,210500,60.00,BU740056,35,3515,Welding supplies,8038
Golf Course System,Sim Park,210500,"2,000.00",BU740056,36,3800,"Non-capital shop equipment < $5,000 each",8039
Golf Course System,Sim Park,210500,"1,500.00",BU740056,37,3806,"Athletic equipment < $5,000 each",8040
Golf Course System,Sim Park,210500,"5,000.00",BU740056,38,3809,"Plumbing equipment < $5,000 each",8041
Golf Course System,Sim Park,210500,100.00,BU740056,39,3815,"Safety equipment < $5,000 each",8042
Golf Course System,Sim Park,210500,650.00,BU740056,40,3901,Custodial supplies,8043
Golf Course System,Sim Park,210500,200.00,BU740056,41,3902,Medical supplies,8044
Golf Course System,Sim Park,210500,"1,500.00",BU740056,42,3999,Other commodities,8045
Golf Course System,Sim Park,210500,"60,000.00",BU740056,43,4610,"Lawn and farm equipment => $5,000",8046
Golf Course System,Sim Park,210500,"19,091.00",BU740056,44,5400,Inventory for resale,8047
Golf Course System,Sim Park Clubhouse,210501,"98,656.00",BU740056,45,1100,Bi-weekly wages,8048
Golf Course System,Sim Park Clubhouse,210501,"1,449.00",BU740056,46,1190,Accrual,8049
Golf Course System,Sim Park Clubhouse,210501,"70,000.00",BU740056,47,1200,Part time/seasonal,8050
Golf Course System,Sim Park Clubhouse,210501,"12,902.00",BU740056,48,1400,FICA,8051
Golf Course System,Sim Park Clubhouse,210501,"12,135.00",BU740056,49,1401,Employee pension,8052
Golf Course System,Sim Park Clubhouse,210501,"3,052.00",BU740056,50,1403,Workers compensation,8053
Golf Course System,Sim Park Clubhouse,210501,337.00,BU740056,51,1404,Unemployment compensation,8054
Golf Course System,Sim Park Clubhouse,210501,"16,247.00",BU740056,52,1405,Group health insurance,8055
Golf Course System,Sim Park Clubhouse,210501,395.00,BU740056,53,1406,Group life insurance,8056
Golf Course System,Sim Park Clubhouse,210501,"1,176.00",BU740056,54,2107,Trash service,8057
Golf Course System,Sim Park Clubhouse,210501,"1,390.00",BU740056,55,2212,CATV (Cable),8058
Golf Course System,Sim Park Clubhouse,210501,744.00,BU740056,56,2215,Plexar,8059
Golf Course System,Sim Park Clubhouse,210501,"1,826.00",BU740056,57,2400,Building and contents insurance,8060
Golf Course System,Sim Park Clubhouse,210501,"2,250.00",BU740056,58,2500,Certification fees,8061
Golf Course System,Sim Park Clubhouse,210501,"4,559.00",BU740056,59,2600,Data center charges,8062
Golf Course System,Sim Park Clubhouse,210501,"2,250.00",BU740056,60,2702,Lease/rent equipment,8063
Golf Course System,Sim Park Clubhouse,210501,"5,000.00",BU740056,61,2803,Maintenance - buildings,8064
Golf Course System,Sim Park Clubhouse,210501,380.00,BU740056,62,2906,Membership dues,8065
Golf Course System,Sim Park Clubhouse,210501,129.00,BU740056,63,3200,Clothing and towels,8066
Golf Course System,Sim Park Clubhouse,210501,"9,000.00",BU740056,64,3400,Equipment parts and supplies,8067
Golf Course System,Sim Park Clubhouse,210501,"1,410.00",BU740056,65,3421,Tires,8068
Golf Course System,Sim Park Clubhouse,210501,500.00,BU740056,66,3901,Custodial supplies,8069
Golf Course System,Sim Park Clubhouse,210501,"19,091.00",BU740056,67,5400,Inventory for resale,8070
Golf Course System,Sim Park Clubhouse,210501,"109,111.00",BU740088,58,9234,Concessions,8071
Golf Course System,Sim Park Clubhouse,210501,"2,000.00",BU740088,59,9295,Pro shop sales,8072
Golf Course System,Sim Park Clubhouse,210501,"695,004.00",BU740088,60,9400,Golf course green fees,8073
Golf Course System,Sim Park Clubhouse,210501,"82,834.00",BU740088,61,9401,Golf course season tickets,8074
Golf Course System,Sim Park Clubhouse,210501,137.00,BU740088,62,9602,Rent/Lease-Office space,8075
Golf Course System,Sim Park Clubhouse,210501,"271,601.00",BU740088,63,9655,Golf cart rentals,8076
Golf Course System,Golf Administration,210600,"20,000.00",BU740088,64,9236,Vending machines,8077
Golf Course System,Golf Administration,210600,50.00,BU740057,46,2211,Express mail,8078
Golf Course System,Golf Administration,210600,544.00,BU740057,40,1406,Group life insurance,8079
Golf Course System,Golf Administration,210600,"-,280,000.00",BU740057,41,1500,Planned savings,8080
Golf Course System,Golf Administration,210600,"16,845.00",BU740057,36,1401,Employee pension,8081
Golf Course System,Golf Administration,210600,"2,188.00",BU740057,37,1403,Workers compensation,8082
Golf Course System,Golf Administration,210600,280.00,BU740057,38,1404,Unemployment compensation,8083
Golf Course System,Golf Administration,210600,"32,494.00",BU740057,39,1405,Group health insurance,8084
Golf Course System,Golf Administration,210600,168.00,BU740057,47,2216,Voice mail,8085
Golf Course System,Golf Administration,210600,"1,443.00",BU740057,48,2301,Meals and lodging allowance,8086
Golf Course System,Golf Administration,210600,"2,016.00",BU740057,49,2400,Building and contents insurance,8087
Golf Course System,Golf Administration,210600,200.00,BU740057,50,2401,Vehicle liability,8088
Golf Course System,Golf Administration,210600,75.00,BU740057,51,2500,Certification fees,8089
Golf Course System,Golf Administration,210600,450.00,BU740057,52,2501,Pre-employment expenses,8090
Golf Course System,Golf Administration,210600,"2,836.00",BU740057,53,2507,Audits,8091
Golf Course System,Golf Administration,210600,"65,000.00",BU740057,54,2543,Bank charges,8092
Golf Course System,Golf Administration,210600,"73,596.00",BU740057,55,2600,Data center charges,8093
Golf Course System,Golf Administration,210600,"196,567.00",BU740057,56,2900,City administrative charges,8094
Golf Course System,Golf Administration,210600,"40,000.00",BU740057,57,2902,Advertising,8095
Golf Course System,Golf Administration,210600,462.00,BU740057,58,2906,Membership dues,8096
Golf Course System,Golf Administration,210600,"2,500.00",BU740057,59,2917,Printing and copying,8097
Golf Course System,Golf Administration,210600,"3,220.00",BU740057,60,3103,Office supplies,8098
Golf Course System,Golf Administration,210600,"5,000.00",BU740057,61,3990,Purchasing Card Clearing,8099
Golf Course System,Golf Administration,210600,"80,180.00",BU740057,62,5101,Reimbursements-interfund & interdepart,8100
Golf Course System,Golf Administration,210600,"27,590.00",BU740057,63,5333,Miscellaneous and sundry,8101
Golf Course System,Golf Administration,210600,"19,090.00",BU740057,64,5400,Inventory for resale,8102
Golf Course System,Golf Administration,210600,342.00,BU740057,42,2200,PBX - line charges,8103
Golf Course System,Golf Administration,210600,"136,050.00",BU740056,68,1100,Bi-weekly wages,8104
Golf Course System,Golf Administration,210600,900.00,BU740056,69,1101,Longevity,8105
Golf Course System,Golf Administration,210600,"1,449.00",BU740056,70,1190,Accrual,8106
Golf Course System,Golf Administration,210600,"3,000.00",BU740056,71,1200,Part time/seasonal,8107
Golf Course System,Golf Administration,210600,"2,400.00",BU740056,72,1205,Auto allowance,8108
Golf Course System,Golf Administration,210600,600.00,BU740056,73,1208,Cellular phone allowance,8109
Golf Course System,Golf Administration,210600,"10,706.00",BU740056,74,1400,FICA,8110
Golf Course System,Golf Administration,210600,990.00,BU740057,43,2201,PBX - instrument charges,8111
Golf Course System,Golf Administration,210600,60.00,BU740057,44,2203,Long distance service,8112
Golf Course System,Golf Administration,210600,300.00,BU740057,45,2207,Postage - regular,8113
Golf Course System,Golf Administration,210600,137.00,BU740084,85,9602,Rent/Lease-Office space,8114
Golf Course System,Golf Administration,210600,"2,060.00",BU740084,86,9636,Advertising,8115
Golf Course System,Golf Administration,210600,"150,000.00",BU740080,22,5100,Contributions to other funds,8116
Non Departmental,Broadcasting,220202,360.00,BU740057,76,3103,Office supplies,8117
Non Departmental,Broadcasting,220202,"6,702.00",BU740057,77,3999,Other commodities,8118
Non Departmental,Broadcasting,220202,341.00,BU740057,65,2200,PBX - line charges,8119
Non Departmental,Broadcasting,220202,420.00,BU740057,66,2201,PBX - instrument charges,8120
Non Departmental,Broadcasting,220202,120.00,BU740057,67,2207,Postage - regular,8121
Non Departmental,Broadcasting,220202,"1,200.00",BU740057,68,2212,CATV (Cable),8122
Non Departmental,Broadcasting,220202,84.00,BU740057,69,2216,Voice mail,8123
Non Departmental,Broadcasting,220202,"10,800.00",BU740057,70,2599,Other professional services,8124
Non Departmental,Broadcasting,220202,"2,348.00",BU740057,71,2600,Data center charges,8125
Non Departmental,Broadcasting,220202,150.00,BU740057,72,2701,Motor pool-unscheduled charges,8126
Non Departmental,Broadcasting,220202,500.00,BU740057,73,2905,Periodicals/Subscriptions,8127
Non Departmental,Broadcasting,220202,"4,000.00",BU740057,74,2906,Membership dues,8128
Non Departmental,Broadcasting,220202,"2,974.00",BU740057,75,2999,Other contractuals,8129
Non Departmental,Election Expenses,220228,"90,000.00",BU740057,78,2599,Other professional services,8130
Non Departmental,Research & Development,220277,"75,000.00",BU740057,79,2599,Other professional services,8131
Non Departmental,Memberships,220327,"775,000.00",BU740057,80,2599,Other professional services,8132
Non Departmental,Memberships,220327,"270,340.00",BU740057,81,2906,Membership dues,8133
Non Departmental,Employee Training & Development,220335,"60,930.00",BU740057,82,2304,Training consultants,8134
Non Departmental,Employee Training & Development,220335,600.00,BU740057,83,2308,Transportation - out of town,8135
Non Departmental,Employee Training & Development,220335,"3,700.00",BU740057,84,2505,Contractors,8136
Non Departmental,Employee Training & Development,220335,600.00,BU740057,85,2599,Other professional services,8137
Non Departmental,Employee Training & Development,220335,"1,774.00",BU740057,86,2600,Data center charges,8138
Non Departmental,Employee Training & Development,220335,"7,676.00",BU740057,87,2917,Printing and copying,8139
Non Departmental,Employee Training & Development,220335,"4,000.00",BU740057,88,3903,Food supplies,8140
Non Departmental,Employee Training & Development,220335,"10,720.00",BU740057,89,3999,Other commodities,8141
Non Departmental,Community Relations/Information,220343,"47,200.00",BU740057,90,2599,Other professional services,8142
Non Departmental,Community Relations/Information,220343,"2,000.00",BU740057,91,2999,Other contractuals,8143
Non Departmental,Community Relations/Information,220343,"20,800.00",BU740057,92,3999,Other commodities,8144
Non Departmental,Employee Recognition,220700,"3,200.00",BU740057,93,2599,Other professional services,8145
Non Departmental,Employee Recognition,220700,"2,500.00",BU740057,94,3903,Food supplies,8146
Non Departmental,Employee Recognition,220700,"1,800.00",BU740057,95,3904,Petty cash expenditures,8147
Non Departmental,Employee Recognition,220700,"7,500.00",BU740057,96,3999,Other commodities,8148
Non Departmental,General Government,222061,"185,000.00",BU740080,23,5100,Contributions to other funds,8149
Non Departmental,Highways and Streets,222063,"750,000.00",BU740059,19,5300,Contingency,8150
Non Departmental,T & C Administrative charges,225003,"2,577.00",BU740059,20,2900,City administrative charges,8151
Non Departmental,Appropriated Reserves,225011,"2,000.00",BU740059,21,2507,Audits,8152
Non Departmental,Appropriated Reserves,225011,"40,000.00",BU740059,22,2599,Other professional services,8153
Non Departmental,Appropriated Reserves,225011,"3,000.00",BU740059,23,2806,Security/Fire services,8154
Non Departmental,Appropriated Reserves,225011,"2,663,250.00",BU740080,24,5100,Contributions to other funds,8155
Non Departmental,Convention Promotion Contingency,225052,"150,000.00",BU740059,24,2599,Other professional services,8156
Non Departmental,Wichita Aviation Festival,225055,"40,000.00",BU740059,25,2599,Other professional services,8157
Non Departmental,Cultural Attractions-Capital Improvement,225094,"3,098,413.00",BU740080,25,5100,Contributions to other funds,8158
Non Departmental,Tourism Research / Marketing,225149,"75,000.00",BU740059,26,2599,Other professional services,8159
Non Departmental,Wichita Convention & Tourism,225151,"100,000.00",BU740059,27,2595,Delegate agencies-profess svcs,8160
Non Departmental,Wichita Convention & Tourism,225151,"2,476,166.00",BU740059,28,2599,Other professional services,8161
Non Departmental,Sales Tax Construction Pledge,225509,"36,394,376.00",BU740080,26,5100,Contributions to other funds,8162
Non Departmental,Sales Tax Construction Pledge,225509,"30,453,231.00",BU740084,87,6034,Local sales tax,8163
Non Departmental,Appropriated Fund Balance,225516,"191,368.00",BU740080,27,5100,Contributions to other funds,8164
Non Departmental,Appropriated Fund Balance,225516,"1,447,233.00",BU740059,29,1199,Other,8165
Non Departmental,Appropriated Fund Balance,225516,"20,000.00",BU740059,30,2599,Other professional services,8166
Non Departmental,Appropriated Fund Balance,225516,"3,000,000.00",BU740059,31,2999,Other contractuals,8167
Non Departmental,Appropriated Fund Balance,225516,"230,000.00",BU740059,32,5333,Miscellaneous and sundry,8168
Non Departmental,G. F. Transfers to Tort Liability,225763,"250,000.00",BU740080,28,5100,Contributions to other funds,8169
Non Departmental,G. F. Transfers to Flood Control,225771,"1,102,332.00",BU740080,29,5100,Contributions to other funds,8170
Non Departmental,G. F. Transfers to Transit,225797,"3,775,080.00",BU740080,30,5100,Contributions to other funds,8171
Non Departmental,G. F. Transfers to Planning,225805,"628,635.00",BU740080,31,5100,Contributions to other funds,8172
Metro Area Bldg & Construction,Central Inspection - Administration,230100,"1,842,208.00",BU740085,63,9811,Reimbursements,8173
Metro Area Bldg & Construction,Central Inspection - Administration,230100,"1,078,641.00",BU740059,34,1100,Bi-weekly wages,8174
Metro Area Bldg & Construction,Central Inspection - Administration,230100,"22,735.00",BU740059,35,1101,Longevity,8175
Metro Area Bldg & Construction,Central Inspection - Administration,230100,"8,414.00",BU740059,36,1190,Accrual,8176
Metro Area Bldg & Construction,Central Inspection - Administration,230100,600.00,BU740059,37,1204,Clothing allowance,8177
Metro Area Bldg & Construction,Central Inspection - Administration,230100,650.00,BU740059,38,1208,Cellular phone allowance,8178
Metro Area Bldg & Construction,Central Inspection - Administration,230100,"50,000.00",BU740059,39,1300,Premium-Overtime,8179
Metro Area Bldg & Construction,Central Inspection - Administration,230100,"84,255.00",BU740059,40,1400,FICA,8180
Metro Area Bldg & Construction,Central Inspection - Administration,230100,"135,469.00",BU740059,41,1401,Employee pension,8181
Metro Area Bldg & Construction,Central Inspection - Administration,230100,"16,521.00",BU740059,42,1403,Workers compensation,8182
Metro Area Bldg & Construction,Central Inspection - Administration,230100,"2,203.00",BU740059,43,1404,Unemployment compensation,8183
Metro Area Bldg & Construction,Central Inspection - Administration,230100,"223,030.00",BU740059,44,1405,Group health insurance,8184
Metro Area Bldg & Construction,Central Inspection - Administration,230100,"4,315.00",BU740059,45,1406,Group life insurance,8185
Metro Area Bldg & Construction,Central Inspection - Administration,230100,"6,329.00",BU740059,46,2401,Vehicle liability,8186
Metro Area Bldg & Construction,Central Inspection - Administration,230100,"1,207.00",BU740059,47,2507,Audits,8187
Metro Area Bldg & Construction,Central Inspection - Administration,230100,"77,160.00",BU740059,48,2700,Motor pool - scheduled charges,8188
Metro Area Bldg & Construction,Central Inspection - Administration,230100,"220,198.00",BU740059,49,2900,City administrative charges,8189
Metro Area Bldg & Construction,Central Inspection - Administration,230100,"27,266.00",BU740059,50,3405,Fuel,8190
Metro Area Bldg & Construction,Central Inspection - Administration,230100,"131,522.00",BU740059,51,5101,Reimbursements-interfund & interdepart,8191
Metro Area Bldg & Construction,Central Inspection - Administration,230100,"1,400,000.00",BU740059,52,5300,Contingency,8192
Metro Area Bldg & Construction,Central Inspection - Administration,230100,"15,658.00",BU740059,53,5333,Miscellaneous and sundry,8193
Metro Area Bldg & Construction,Condemnation - Housing,230200,"809,293.00",BU740059,54,1100,Bi-weekly wages,8194
Metro Area Bldg & Construction,Condemnation - Housing,230200,"12,600.00",BU740059,55,1101,Longevity,8195
Metro Area Bldg & Construction,Condemnation - Housing,230200,"5,284.00",BU740059,56,1190,Accrual,8196
Metro Area Bldg & Construction,Condemnation - Housing,230200,"-,114,550.00",BU740059,57,1199,Other,8197
Metro Area Bldg & Construction,Condemnation - Housing,230200,"1,800.00",BU740059,58,1204,Clothing allowance,8198
Metro Area Bldg & Construction,Condemnation - Housing,230200,600.00,BU740059,59,1208,Cellular phone allowance,8199
Metro Area Bldg & Construction,Condemnation - Housing,230200,"54,112.00",BU740059,60,1400,FICA,8200
Metro Area Bldg & Construction,Condemnation - Housing,230200,"87,003.00",BU740059,61,1401,Employee pension,8201
Metro Area Bldg & Construction,Condemnation - Housing,230200,"10,522.00",BU740059,62,1403,Workers compensation,8202
Metro Area Bldg & Construction,Condemnation - Housing,230200,"1,414.00",BU740059,63,1404,Unemployment compensation,8203
Metro Area Bldg & Construction,Condemnation - Housing,230200,"150,967.00",BU740059,64,1405,Group health insurance,8204
Metro Area Bldg & Construction,Condemnation - Housing,230200,"3,237.00",BU740059,65,1406,Group life insurance,8205
Metro Area Bldg & Construction,Condemnation - Housing,230200,"7,000.00",BU740059,66,2207,Postage - regular,8206
Metro Area Bldg & Construction,Condemnation - Housing,230200,"9,900.00",BU740059,67,2302,Out of town registration fees,8207
Metro Area Bldg & Construction,Condemnation - Housing,230200,"3,530.00",BU740059,68,2401,Vehicle liability,8208
Metro Area Bldg & Construction,Condemnation - Housing,230200,500.00,BU740059,69,2500,Certification fees,8209
Metro Area Bldg & Construction,Condemnation - Housing,230200,"40,780.00",BU740059,70,2505,Contractors,8210
Metro Area Bldg & Construction,Condemnation - Housing,230200,"62,880.00",BU740059,71,2700,Motor pool - scheduled charges,8211
Metro Area Bldg & Construction,Condemnation - Housing,230200,"20,550.00",BU740059,72,2803,Maintenance - buildings,8212
Metro Area Bldg & Construction,Condemnation - Housing,230200,"4,131.00",BU740015,13,5333,Miscellaneous and sundry,8213
Metro Area Bldg & Construction,Condemnation - Housing,230200,"1,211,231.00",BU740085,64,9811,Reimbursements,8214
Metro Area Bldg & Construction,Condemnation - Housing,230200,"6,119.00",BU740059,74,2902,Advertising,8215
Metro Area Bldg & Construction,Condemnation - Housing,230200,"8,000.00",BU740059,75,2917,Printing and copying,8216
Metro Area Bldg & Construction,Condemnation - Housing,230200,"12,784.00",BU740059,76,3405,Fuel,8217
Metro Area Bldg & Construction,Condemnation - Housing,230200,"3,000.00",BU740059,77,3500,Materials,8218
Metro Area Bldg & Construction,Condemnation - Housing,230200,"1,000.00",BU740059,78,3999,Other commodities,8219
Metro Area Bldg & Construction,Condemnation - Housing,230200,"55,049.00",BU740059,73,2900,City administrative charges,8220
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,"551,157.00",BU740085,65,9811,Reimbursements,8221
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,"253,474.00",BU740015,14,1100,Bi-weekly wages,8222
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,"5,100.00",BU740015,15,1101,Longevity,8223
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,"2,170.00",BU740015,16,1190,Accrual,8224
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,"114,550.00",BU740015,17,1199,Other,8225
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,600.00,BU740015,18,1204,Clothing allowance,8226
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,"28,544.00",BU740015,19,1400,FICA,8227
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,"45,895.00",BU740015,20,1401,Employee pension,8228
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,"5,685.00",BU740015,21,1403,Workers compensation,8229
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,746.00,BU740015,22,1404,Unemployment compensation,8230
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,"54,170.00",BU740015,23,1405,Group health insurance,8231
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,"1,014.00",BU740015,24,1406,Group life insurance,8232
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,756.00,BU740015,25,2107,Trash service,8233
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,"2,000.00",BU740015,26,2207,Postage - regular,8234
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,700.00,BU740015,27,2303,In town registration fees,8235
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,"4,530.00",BU740015,28,2401,Vehicle liability,8236
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,"21,000.00",BU740015,29,2700,Motor pool - scheduled charges,8237
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,900.00,BU740015,30,2917,Printing and copying,8238
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,900.00,BU740015,31,3103,Office supplies,8239
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,"5,898.00",BU740015,32,3405,Fuel,8240
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,"1,200.00",BU740015,33,3804,"Data processing equipment  < $5,000 each",8241
Metro Area Bldg & Construction,Commercial Zone Enforcement,230202,"1,783.00",BU740015,34,5333,Miscellaneous and sundry,8242
Metro Area Bldg & Construction,Lot Mowing,239054,"15,625.00",BU740015,35,1200,Part time/seasonal,8243
Metro Area Bldg & Construction,Lot Mowing,239054,"1,195.00",BU740015,36,1400,FICA,8244
Metro Area Bldg & Construction,Lot Mowing,239054,234.00,BU740015,37,1403,Workers compensation,8245
Metro Area Bldg & Construction,Lot Mowing,239054,31.00,BU740015,38,1404,Unemployment compensation,8246
Metro Area Bldg & Construction,Lot Mowing,239054,"29,600.00",BU740015,39,2207,Postage - regular,8247
Metro Area Bldg & Construction,Lot Mowing,239054,"1,534.00",BU740015,43,2902,Advertising,8248
Metro Area Bldg & Construction,Lot Mowing,239054,"1,200.00",BU740015,44,2917,Printing and copying,8249
Metro Area Bldg & Construction,Lot Mowing,239054,"2,492.00",BU740015,45,3405,Fuel,8250
Metro Area Bldg & Construction,Lot Mowing,239054,162.00,BU740015,46,3999,Other commodities,8251
Metro Area Bldg & Construction,Lot Mowing,239054,"3,720.00",BU740015,42,2700,Motor pool - scheduled charges,8252
Metro Area Bldg & Construction,Lot Mowing,239054,"35,400.00",BU740015,40,2505,Contractors,8253
Metro Area Bldg & Construction,Lot Mowing,239054,"21,900.00",BU740015,41,2508,Temporary help,8254
Metro Area Bldg & Construction,Lot Mowing,239054,"11,000.00",BU740085,66,9457,Nusiance abatement/weed mowing,8255
Metro Area Bldg & Construction,Nuisance Abatement,239062,"8,900.00",BU740085,67,9456,Nusiance abatement/lot cleanup,8256
Metro Area Bldg & Construction,Nuisance Abatement,239062,"23,680.00",BU740015,47,2207,Postage - regular,8257
Metro Area Bldg & Construction,Nuisance Abatement,239062,"135,200.00",BU740015,48,2505,Contractors,8258
Metro Area Bldg & Construction,Nuisance Abatement,239062,"5,367.00",BU740015,49,2902,Advertising,8259
Metro Area Bldg & Construction,Nuisance Abatement,239062,150.00,BU740015,50,2917,Printing and copying,8260
Metro Area Bldg & Construction,Nuisance Abatement,239062,200.00,BU740015,51,3999,Other commodities,8261
Metro Area Bldg & Construction,Code Enforcement,239081,"452,518.00",BU740015,52,1100,Bi-weekly wages,8262
Metro Area Bldg & Construction,Code Enforcement,239081,"9,300.00",BU740015,53,1101,Longevity,8263
Metro Area Bldg & Construction,Code Enforcement,239081,"2,220.00",BU740015,54,1190,Accrual,8264
Metro Area Bldg & Construction,Code Enforcement,239081,750.00,BU740015,55,1204,Clothing allowance,8265
Metro Area Bldg & Construction,Code Enforcement,239081,"35,329.00",BU740015,56,1400,FICA,8266
Metro Area Bldg & Construction,Code Enforcement,239081,"56,804.00",BU740015,57,1401,Employee pension,8267
Metro Area Bldg & Construction,Code Enforcement,239081,"6,927.00",BU740015,58,1403,Workers compensation,8268
Metro Area Bldg & Construction,Code Enforcement,239081,924.00,BU740015,59,1404,Unemployment compensation,8269
Metro Area Bldg & Construction,Code Enforcement,239081,"113,517.00",BU740015,60,1405,Group health insurance,8270
Metro Area Bldg & Construction,Code Enforcement,239081,"1,810.00",BU740015,61,1406,Group life insurance,8271
Metro Area Bldg & Construction,Code Enforcement,239081,20.00,BU740015,62,2203,Long distance service,8272
Metro Area Bldg & Construction,Code Enforcement,239081,"15,540.00",BU740015,63,2207,Postage - regular,8273
Metro Area Bldg & Construction,Code Enforcement,239081,"1,060.00",BU740015,64,2401,Vehicle liability,8274
Metro Area Bldg & Construction,Code Enforcement,239081,"16,320.00",BU740015,65,2700,Motor pool - scheduled charges,8275
Metro Area Bldg & Construction,Code Enforcement,239081,"5,740.00",BU740015,66,2917,Printing and copying,8276
Metro Area Bldg & Construction,Code Enforcement,239081,"1,100.00",BU740015,67,3103,Office supplies,8277
Metro Area Bldg & Construction,Code Enforcement,239081,"3,684.00",BU740015,68,3405,Fuel,8278
Metro Area Bldg & Construction,Code Enforcement,239081,300.00,BU740015,69,3500,Materials,8279
Metro Area Bldg & Construction,Code Enforcement,239081,393.00,BU740015,70,3808,"Photographic equipment < $5,000 each",8280
Metro Area Bldg & Construction,Code Enforcement,239081,"5,000.00",BU740015,71,3812,"Communication equipment < $5,000 each",8281
Metro Area Bldg & Construction,Code Enforcement,239081,200.00,BU740015,72,3999,Other commodities,8282
Metro Area Bldg & Construction,Code Enforcement,239081,"92,000.00",BU740085,68,7143,Solid waste lic/other,8283
Human Resources,Human Resources - Operations,240100,"24,000.00",BU740085,69,9438,Court ordered withholding admin fees,8284
Human Resources,Human Resources - Operations,240100,"1,600.00",BU740064,96,2703,Maintenance - equipment,8285
Human Resources,Human Resources - Operations,240100,"2,300.00",BU740064,97,2902,Advertising,8286
Human Resources,Human Resources - Operations,240100,349.00,BU740064,98,2904,Codes and manuals,8287
Human Resources,Human Resources - Operations,240100,400.00,BU740064,99,2905,Periodicals/Subscriptions,8288
Human Resources,Human Resources - Operations,240100,"1,255.00",BU740064,100,2906,Membership dues,8289
Human Resources,Human Resources - Operations,240100,"14,000.00",BU740065,1,2917,Printing and copying,8290
Human Resources,Human Resources - Operations,240100,120.00,BU740065,2,2922,Shredding and recycling,8291
Human Resources,Human Resources - Operations,240100,"5,000.00",BU740065,3,3103,Office supplies,8292
Human Resources,Human Resources - Operations,240100,"5,000.00",BU740065,4,3803,"Lab equipment < $5,000 each",8293
Human Resources,Human Resources - Operations,240100,"3,500.00",BU740065,5,3804,"Data processing equipment  < $5,000 each",8294
Human Resources,Human Resources - Operations,240100,"2,500.00",BU740065,6,3808,"Photographic equipment < $5,000 each",8295
Human Resources,Human Resources - Operations,240100,"1,000.00",BU740065,7,3903,Food supplies,8296
Human Resources,Human Resources - Operations,240100,"1,280.00",BU740064,88,2303,In town registration fees,8297
Human Resources,Human Resources - Operations,240100,"1,200.00",BU740064,89,2308,Transportation - out of town,8298
Human Resources,Human Resources - Operations,240100,"1,510.00",BU740064,90,2399,Other training/transportation,8299
Human Resources,Human Resources - Operations,240100,150.00,BU740064,91,2500,Certification fees,8300
