budget_year,account_type,department,fund_code,account_category,amount,fund_type
2017,Expense,Park,2600,,941.84,100
2017,Expense,Park,2699,,50,100
2017,Expense,Park,1406,,3.42,100
2017,Expense,Park,1500,,139.54,100
2017,Expense,Park,2100,,342.33,100
2017,Expense,Park,2101,,63.6,100
2017,Expense,Park,2104,,62.1,100
2017,Expense,Park,2107,,8,100
2017,Expense,Park,2199,,2.5,100
2017,Expense,Park,2207,,0.75,100
2017,Expense,Park,2214,,8.4,100
2017,Expense,Park,2215,,11.16,100
2017,Expense,Park,2301,,5.3,100
2017,Expense,Park,2400,,12.12,100
2017,Expense,Park,2499,,1.5,100
2017,Expense,Park,2500,,2,100
