OBJECTID,fund,fund_title,cur_doc_no,cur_doc_no_sfx,dept,dept_title,obj_lvl_1,obj_lvl_1_title,obj_lvl_2,obj_lvl_2_title,obj_lvl_3,obj_lvl_3_title,org_cost_acct,oca_title,appropriation_amt
3799,620,Self Insurance Fund,BU740008,97,3,Department of Finance,2,Contractual services,230,Transportation and training,2303,In town registration fees,36103,Self Insurance Group Health,100
3800,620,Self Insurance Fund,BU740008,98,3,Department of Finance,2,Contractual services,230,Transportation and training,2308,Transportation - out of town,36103,Self Insurance Group Health,500
3801,620,Self Insurance Fund,BU740008,99,3,Department of Finance,2,Contractual services,230,Transportation and training,2399,Other training/transportation,36103,Self Insurance Group Health,40
3802,620,Self Insurance Fund,BU740008,100,3,Department of Finance,2,Contractual services,240,Insurance,2405,Health expenses,36103,Self Insurance Group Health,40105279
3803,620,Self Insurance Fund,BU740009,1,3,Department of Finance,2,Contractual services,240,Insurance,2412,Health Admin Exp - Select,36103,Self Insurance Group Health,1306608
3804,100,General Fund,BU740009,2,3,Department of Finance,2,Contractual services,220,Communications,2203,Long distance service,37002,Directors Office Admin,600
3805,100,General Fund,BU740009,3,3,Department of Finance,2,Contractual services,220,Communications,2207,Postage - regular,37002,Directors Office Admin,850
3806,100,General Fund,BU740009,4,3,Department of Finance,2,Contractual services,220,Communications,2216,Voice mail,37002,Directors Office Admin,588
3807,100,General Fund,BU740009,5,3,Department of Finance,2,Contractual services,230,Transportation and training,2301,Meals and lodging allowance,37002,Directors Office Admin,2400
3808,100,General Fund,BU740009,6,3,Department of Finance,2,Contractual services,230,Transportation and training,2302,Out of town registration fees,37002,Directors Office Admin,2000
3809,100,General Fund,BU740009,7,3,Department of Finance,2,Contractual services,230,Transportation and training,2303,In town registration fees,37002,Directors Office Admin,1110
3810,100,General Fund,BU740009,8,3,Department of Finance,2,Contractual services,230,Transportation and training,2308,Transportation - out of town,37002,Directors Office Admin,1690
3811,100,General Fund,BU740009,9,3,Department of Finance,2,Contractual services,250,Professional services,2500,Certification fees,37002,Directors Office Admin,690
3812,100,General Fund,BU740009,10,3,Department of Finance,2,Contractual services,250,Professional services,2543,Bank charges,37002,Directors Office Admin,1440
3813,100,General Fund,BU740009,11,3,Department of Finance,2,Contractual services,260,Data processing,2600,Data center charges,37002,Directors Office Admin,109128
3814,100,General Fund,BU740009,12,3,Department of Finance,2,Contractual services,270,Equipment charges,2701,Motor pool-unscheduled charges,37002,Directors Office Admin,100
3815,100,General Fund,BU740009,13,3,Department of Finance,2,Contractual services,290,Other contractuals,2902,Advertising,37002,Directors Office Admin,2600
3816,100,General Fund,BU740009,14,3,Department of Finance,2,Contractual services,290,Other contractuals,2904,Codes and manuals,37002,Directors Office Admin,495
3817,100,General Fund,BU740009,15,3,Department of Finance,2,Contractual services,290,Other contractuals,2905,Periodicals/Subscriptions,37002,Directors Office Admin,110
3818,100,General Fund,BU740009,16,3,Department of Finance,2,Contractual services,290,Other contractuals,2906,Membership dues,37002,Directors Office Admin,1122
3819,100,General Fund,BU740009,17,3,Department of Finance,2,Contractual services,290,Other contractuals,2917,Printing and copying,37002,Directors Office Admin,12000
3820,100,General Fund,BU740009,18,3,Department of Finance,2,Contractual services,290,Other contractuals,2999,Other contractuals,37002,Directors Office Admin,380
3821,100,General Fund,BU740009,19,3,Department of Finance,3,Materials and supplies,310,Office supplies,3101,Computer/printer supplies,37002,Directors Office Admin,500
3822,100,General Fund,BU740009,20,3,Department of Finance,3,Materials and supplies,310,Office supplies,3103,Office supplies,37002,Directors Office Admin,1870
3823,100,General Fund,BU740009,21,3,Department of Finance,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3804,"Data processing equipment  < $5,000 each",37002,Directors Office Admin,150
3824,100,General Fund,BU740009,22,3,Department of Finance,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3805,Furniture & equipment <$5000 each,37002,Directors Office Admin,500
3825,100,General Fund,BU740009,23,3,Department of Finance,3,Materials and supplies,390,Other commodities,3999,Other commodities,37002,Directors Office Admin,318
3826,759,TBID - Tourism Business Improvement Dist,BU740009,24,3,Department of Finance,2,Contractual services,250,Professional services,2599,Other professional services,37024,TBID Service ,71672
3827,759,TBID - Tourism Business Improvement Dist,BU740009,25,3,Department of Finance,5,Other expenditures,530,Other non-operating expenditures,5333,Miscellaneous and sundry,37024,TBID Service ,2916039
3828,100,General Fund,BU740009,26,3,Department of Finance,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,37101,General Accounting,763785
3829,100,General Fund,BU740009,27,3,Department of Finance,1,Personnel services,110,Regular salaries,1101,Longevity,37101,General Accounting,6276
3830,100,General Fund,BU740009,28,3,Department of Finance,1,Personnel services,110,Regular salaries,1190,Accrual,37101,General Accounting,3309
3831,100,General Fund,BU740009,29,3,Department of Finance,1,Personnel services,110,Regular salaries,1199,Other,37101,General Accounting,-152420
3832,100,General Fund,BU740009,30,3,Department of Finance,1,Personnel services,120,Special salaries,1208,Cellular phone allowance,37101,General Accounting,1200
3833,100,General Fund,BU740009,31,3,Department of Finance,1,Personnel services,140,Employee benefits,1400,FICA,37101,General Accounting,58458
3834,100,General Fund,BU740009,32,3,Department of Finance,1,Personnel services,140,Employee benefits,1401,Employee pension,37101,General Accounting,94718
3835,100,General Fund,BU740009,33,3,Department of Finance,1,Personnel services,140,Employee benefits,1403,Workers compensation,37101,General Accounting,4851
3836,100,General Fund,BU740009,34,3,Department of Finance,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,37101,General Accounting,1540
3837,100,General Fund,BU740009,35,3,Department of Finance,1,Personnel services,140,Employee benefits,1405,Group health insurance,37101,General Accounting,136523
3838,100,General Fund,BU740009,36,3,Department of Finance,1,Personnel services,140,Employee benefits,1406,Group life insurance,37101,General Accounting,3055
3839,100,General Fund,BU740009,37,3,Department of Finance,1,Personnel services,140,Employee benefits,1499,Employee benefits in aggregate,37101,General Accounting,-14062
3840,560,STORMWATER UTILITY FUND,BU740009,38,13,Public Works & Utilities,2,Contractual services,250,Professional services,2502,Medical and laboratory services,133116,STORM WATER UTILITY,1250
3841,560,STORMWATER UTILITY FUND,BU740009,39,13,Public Works & Utilities,2,Contractual services,250,Professional services,2503,Studies/Consultants,133116,STORM WATER UTILITY,35000
3842,560,STORMWATER UTILITY FUND,BU740009,40,13,Public Works & Utilities,2,Contractual services,250,Professional services,2505,Contractors,133116,STORM WATER UTILITY,150000
3843,560,STORMWATER UTILITY FUND,BU740009,41,13,Public Works & Utilities,2,Contractual services,250,Professional services,2506,Legal services,133116,STORM WATER UTILITY,2600
3844,560,STORMWATER UTILITY FUND,BU740009,42,13,Public Works & Utilities,2,Contractual services,250,Professional services,2507,Audits,133116,STORM WATER UTILITY,2000
3845,560,STORMWATER UTILITY FUND,BU740009,43,13,Public Works & Utilities,2,Contractual services,250,Professional services,2514,Laboratory services,133116,STORM WATER UTILITY,20000
3846,560,STORMWATER UTILITY FUND,BU740009,44,13,Public Works & Utilities,2,Contractual services,250,Professional services,2519,Background checks,133116,STORM WATER UTILITY,600
3847,560,STORMWATER UTILITY FUND,BU740009,45,13,Public Works & Utilities,2,Contractual services,250,Professional services,2599,Other professional services,133116,STORM WATER UTILITY,31000
3848,560,STORMWATER UTILITY FUND,BU740009,46,13,Public Works & Utilities,2,Contractual services,260,Data processing,2600,Data center charges,133116,STORM WATER UTILITY,99264
3849,560,STORMWATER UTILITY FUND,BU740009,47,13,Public Works & Utilities,2,Contractual services,260,Data processing,2601,Maintenance - data equipment,133116,STORM WATER UTILITY,25000
3850,560,STORMWATER UTILITY FUND,BU740009,48,13,Public Works & Utilities,2,Contractual services,260,Data processing,2699,Other data processing charges,133116,STORM WATER UTILITY,11000
3851,560,STORMWATER UTILITY FUND,BU740009,49,13,Public Works & Utilities,2,Contractual services,270,Equipment charges,2700,Motor pool - scheduled charges,133116,STORM WATER UTILITY,147032
3852,560,STORMWATER UTILITY FUND,BU740009,50,13,Public Works & Utilities,2,Contractual services,270,Equipment charges,2701,Motor pool-unscheduled charges,133116,STORM WATER UTILITY,300
3853,560,STORMWATER UTILITY FUND,BU740009,51,13,Public Works & Utilities,2,Contractual services,270,Equipment charges,2702,Lease/rent equipment,133116,STORM WATER UTILITY,1500
3854,560,STORMWATER UTILITY FUND,BU740009,52,13,Public Works & Utilities,2,Contractual services,270,Equipment charges,2703,Maintenance - equipment,133116,STORM WATER UTILITY,30000
3856,255,TIF Districts Fund,BU740009,54,14,Public Works  & Utilities,2,Contractual services,270,Equipment charges,2702,Lease/rent equipment,148558,Gilbert & Mosley-WATER Center & Ed Progr,500
3857,255,TIF Districts Fund,BU740009,55,14,Public Works  & Utilities,2,Contractual services,270,Equipment charges,2703,Maintenance - equipment,148558,Gilbert & Mosley-WATER Center & Ed Progr,5300
3861,255,TIF Districts Fund,BU740009,59,14,Public Works  & Utilities,2,Contractual services,290,Other contractuals,2902,Advertising,148558,Gilbert & Mosley-WATER Center & Ed Progr,100
3855,255,TIF Districts Fund,BU740009,53,14,Public Works  & Utilities,2,Contractual services,260,Data processing,2601,Maintenance - data equipment,148558,Gilbert & Mosley-WATER Center & Ed Progr,200
3858,255,TIF Districts Fund,BU740009,56,14,Public Works  & Utilities,2,Contractual services,280,Buildings and grounds charges,2802,Maintenance - grounds,148558,Gilbert & Mosley-WATER Center & Ed Progr,15000
3859,255,TIF Districts Fund,BU740009,57,14,Public Works  & Utilities,2,Contractual services,280,Buildings and grounds charges,2803,Maintenance - buildings,148558,Gilbert & Mosley-WATER Center & Ed Progr,12500
3860,255,TIF Districts Fund,BU740009,58,14,Public Works  & Utilities,2,Contractual services,280,Buildings and grounds charges,2899,Other building/grounds charges,148558,Gilbert & Mosley-WATER Center & Ed Progr,1500
3862,255,TIF Districts Fund,BU740009,60,14,Public Works  & Utilities,2,Contractual services,290,Other contractuals,2917,Printing and copying,148558,Gilbert & Mosley-WATER Center & Ed Progr,300
3863,255,TIF Districts Fund,BU740009,61,14,Public Works  & Utilities,2,Contractual services,290,Other contractuals,2999,Other contractuals,148558,Gilbert & Mosley-WATER Center & Ed Progr,1750
3864,255,TIF Districts Fund,BU740009,62,14,Public Works  & Utilities,3,Materials and supplies,310,Office supplies,3103,Office supplies,148558,Gilbert & Mosley-WATER Center & Ed Progr,500
3865,255,TIF Districts Fund,BU740009,63,14,Public Works  & Utilities,3,Materials and supplies,320,Clothing and towels,3200,Clothing and towels,148558,Gilbert & Mosley-WATER Center & Ed Progr,100
3866,255,TIF Districts Fund,BU740009,64,14,Public Works  & Utilities,3,Materials and supplies,320,Clothing and towels,3299,Other clothing,148558,Gilbert & Mosley-WATER Center & Ed Progr,250
3867,255,TIF Districts Fund,BU740009,65,14,Public Works  & Utilities,3,Materials and supplies,340,Equipment parts,3400,Equipment parts and supplies,148558,Gilbert & Mosley-WATER Center & Ed Progr,400
3868,255,TIF Districts Fund,BU740009,66,14,Public Works  & Utilities,3,Materials and supplies,340,Equipment parts,3403,Electrical,148558,Gilbert & Mosley-WATER Center & Ed Progr,2000
3869,255,TIF Districts Fund,BU740009,67,14,Public Works  & Utilities,3,Materials and supplies,340,Equipment parts,3406,Safety/security equipment,148558,Gilbert & Mosley-WATER Center & Ed Progr,250
3870,255,TIF Districts Fund,BU740009,68,14,Public Works  & Utilities,3,Materials and supplies,340,Equipment parts,3499,Other equipment parts,148558,Gilbert & Mosley-WATER Center & Ed Progr,50
3871,255,TIF Districts Fund,BU740009,69,14,Public Works  & Utilities,3,Materials and supplies,350,Materials,3500,Materials,148558,Gilbert & Mosley-WATER Center & Ed Progr,75
3872,255,TIF Districts Fund,BU740009,70,14,Public Works  & Utilities,3,Materials and supplies,350,Materials,3599,Other materials,148558,Gilbert & Mosley-WATER Center & Ed Progr,1000
3873,255,TIF Districts Fund,BU740009,71,14,Public Works  & Utilities,3,Materials and supplies,370,Building parts,3700,Building parts and materials,148558,Gilbert & Mosley-WATER Center & Ed Progr,5000
3874,255,TIF Districts Fund,BU740009,72,14,Public Works  & Utilities,3,Materials and supplies,370,Building parts,3702,Building repairs and equipment,148558,Gilbert & Mosley-WATER Center & Ed Progr,4000
3899,255,TIF Districts Fund,BU740009,97,14,Public Works  & Utilities,2,Contractual services,210,Utilities,2100,Electricity,148563,Gilbert & Mosley-Harcros/TriState Centra,16207
3900,255,TIF Districts Fund,BU740009,98,14,Public Works  & Utilities,2,Contractual services,210,Utilities,2104,Water,148563,Gilbert & Mosley-Harcros/TriState Centra,401
3901,255,TIF Districts Fund,BU740009,99,14,Public Works  & Utilities,2,Contractual services,250,Professional services,2503,Studies/Consultants,148563,Gilbert & Mosley-Harcros/TriState Centra,12000
3875,255,TIF Districts Fund,BU740009,73,14,Public Works  & Utilities,3,Materials and supplies,370,Building parts,3799,Other building parts and materials,148558,Gilbert & Mosley-WATER Center & Ed Progr,75
3876,255,TIF Districts Fund,BU740009,74,14,Public Works  & Utilities,3,Materials and supplies,390,Other commodities,3901,Custodial supplies,148558,Gilbert & Mosley-WATER Center & Ed Progr,150
3877,255,TIF Districts Fund,BU740009,75,14,Public Works  & Utilities,3,Materials and supplies,390,Other commodities,3904,Petty cash expenditures,148558,Gilbert & Mosley-WATER Center & Ed Progr,100
3878,255,TIF Districts Fund,BU740009,76,14,Public Works  & Utilities,3,Materials and supplies,390,Other commodities,3999,Other commodities,148558,Gilbert & Mosley-WATER Center & Ed Progr,1000
3879,255,TIF Districts Fund,BU740009,77,14,Public Works  & Utilities,2,Contractual services,210,Utilities,2100,Electricity,148562,Gilbert & Mosley-Site Wide Efforts Plume,113816
3880,255,TIF Districts Fund,BU740009,78,14,Public Works  & Utilities,2,Contractual services,220,Communications,2215,Plexar,148562,Gilbert & Mosley-Site Wide Efforts Plume,744
3881,255,TIF Districts Fund,BU740009,79,14,Public Works  & Utilities,2,Contractual services,250,Professional services,2503,Studies/Consultants,148562,Gilbert & Mosley-Site Wide Efforts Plume,100000
3882,255,TIF Districts Fund,BU740009,80,14,Public Works  & Utilities,2,Contractual services,250,Professional services,2514,Laboratory services,148562,Gilbert & Mosley-Site Wide Efforts Plume,5000
3883,255,TIF Districts Fund,BU740009,81,14,Public Works  & Utilities,2,Contractual services,250,Professional services,2515,Environmental,148562,Gilbert & Mosley-Site Wide Efforts Plume,320
3884,255,TIF Districts Fund,BU740009,82,14,Public Works  & Utilities,2,Contractual services,250,Professional services,2599,Other professional services,148562,Gilbert & Mosley-Site Wide Efforts Plume,40000
3885,255,TIF Districts Fund,BU740009,83,14,Public Works  & Utilities,2,Contractual services,270,Equipment charges,2703,Maintenance - equipment,148562,Gilbert & Mosley-Site Wide Efforts Plume,1750
3886,255,TIF Districts Fund,BU740009,84,14,Public Works  & Utilities,2,Contractual services,280,Buildings and grounds charges,2803,Maintenance - buildings,148562,Gilbert & Mosley-Site Wide Efforts Plume,10500
3887,255,TIF Districts Fund,BU740009,85,14,Public Works  & Utilities,2,Contractual services,290,Other contractuals,2919,Dirt and pavement cuts,148562,Gilbert & Mosley-Site Wide Efforts Plume,750
3888,255,TIF Districts Fund,BU740009,86,14,Public Works  & Utilities,2,Contractual services,290,Other contractuals,2999,Other contractuals,148562,Gilbert & Mosley-Site Wide Efforts Plume,500
3889,255,TIF Districts Fund,BU740009,87,14,Public Works  & Utilities,3,Materials and supplies,330,Chemicals,3300,Research chemicals,148562,Gilbert & Mosley-Site Wide Efforts Plume,12500
3890,255,TIF Districts Fund,BU740009,88,14,Public Works  & Utilities,3,Materials and supplies,340,Equipment parts,3400,Equipment parts and supplies,148562,Gilbert & Mosley-Site Wide Efforts Plume,4000
3891,255,TIF Districts Fund,BU740009,89,14,Public Works  & Utilities,3,Materials and supplies,340,Equipment parts,3403,Electrical,148562,Gilbert & Mosley-Site Wide Efforts Plume,225
3893,255,TIF Districts Fund,BU740009,91,14,Public Works  & Utilities,3,Materials and supplies,340,Equipment parts,3499,Other equipment parts,148562,Gilbert & Mosley-Site Wide Efforts Plume,1500
3894,255,TIF Districts Fund,BU740009,92,14,Public Works  & Utilities,3,Materials and supplies,350,Materials,3500,Materials,148562,Gilbert & Mosley-Site Wide Efforts Plume,100
3895,255,TIF Districts Fund,BU740009,93,14,Public Works  & Utilities,3,Materials and supplies,350,Materials,3599,Other materials,148562,Gilbert & Mosley-Site Wide Efforts Plume,200
3892,255,TIF Districts Fund,BU740009,90,14,Public Works  & Utilities,3,Materials and supplies,340,Equipment parts,3406,Safety/security equipment,148562,Gilbert & Mosley-Site Wide Efforts Plume,50
3896,255,TIF Districts Fund,BU740009,94,14,Public Works  & Utilities,3,Materials and supplies,370,Building parts,3700,Building parts and materials,148562,Gilbert & Mosley-Site Wide Efforts Plume,1500
3897,255,TIF Districts Fund,BU740009,95,14,Public Works  & Utilities,3,Materials and supplies,370,Building parts,3702,Building repairs and equipment,148562,Gilbert & Mosley-Site Wide Efforts Plume,10000
3898,255,TIF Districts Fund,BU740009,96,14,Public Works  & Utilities,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3800,"Non-capital shop equipment < $5,000 each",148562,Gilbert & Mosley-Site Wide Efforts Plume,50
3902,255,TIF Districts Fund,BU740009,100,14,Public Works  & Utilities,2,Contractual services,250,Professional services,2514,Laboratory services,148563,Gilbert & Mosley-Harcros/TriState Centra,3250
3903,255,TIF Districts Fund,BU740010,1,14,Public Works  & Utilities,2,Contractual services,250,Professional services,2599,Other professional services,148563,Gilbert & Mosley-Harcros/TriState Centra,5000
3904,255,TIF Districts Fund,BU740010,2,14,Public Works  & Utilities,2,Contractual services,280,Buildings and grounds charges,2802,Maintenance - grounds,148563,Gilbert & Mosley-Harcros/TriState Centra,1500
3905,255,TIF Districts Fund,BU740010,3,14,Public Works  & Utilities,3,Materials and supplies,340,Equipment parts,3400,Equipment parts and supplies,148563,Gilbert & Mosley-Harcros/TriState Centra,1500
3906,255,TIF Districts Fund,BU740010,4,14,Public Works  & Utilities,3,Materials and supplies,350,Materials,3599,Other materials,148563,Gilbert & Mosley-Harcros/TriState Centra,100
3907,255,TIF Districts Fund,BU740010,5,14,Public Works  & Utilities,3,Materials and supplies,370,Building parts,3700,Building parts and materials,148563,Gilbert & Mosley-Harcros/TriState Centra,1500
3908,255,TIF Districts Fund,BU740010,6,14,Public Works  & Utilities,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3899,"Other non-capitalized equip <$5,000 each",148563,Gilbert & Mosley-Harcros/TriState Centra,250
3909,255,TIF Districts Fund,BU740010,7,14,Public Works  & Utilities,2,Contractual services,210,Utilities,2100,Electricity,148566,Gilbert & Mosley-SWE S Washington/Englis,6685
3910,255,TIF Districts Fund,BU740010,8,14,Public Works  & Utilities,2,Contractual services,210,Utilities,2101,Gas-ONEOK Kansas Gas Service,148566,Gilbert & Mosley-SWE S Washington/Englis,1847
3911,255,TIF Districts Fund,BU740010,9,14,Public Works  & Utilities,2,Contractual services,210,Utilities,2104,Water,148566,Gilbert & Mosley-SWE S Washington/Englis,828
3912,255,TIF Districts Fund,BU740010,10,14,Public Works  & Utilities,2,Contractual services,250,Professional services,2503,Studies/Consultants,148566,Gilbert & Mosley-SWE S Washington/Englis,2500
3913,255,TIF Districts Fund,BU740010,11,14,Public Works  & Utilities,2,Contractual services,250,Professional services,2599,Other professional services,148566,Gilbert & Mosley-SWE S Washington/Englis,5000
3939,100,General Fund,BU740010,37,17,Park,1,Personnel services,140,Employee benefits,1405,Group health insurance,172102,Park Maintenance,110453
3940,100,General Fund,BU740027,32,8,Police Department,2,Contractual services,220,Communications,2207,Postage - regular,83808,Warrant Office,8000
3941,100,General Fund,BU740027,33,8,Police Department,2,Contractual services,220,Communications,2216,Voice mail,83808,Warrant Office,84
3942,100,General Fund,BU740027,34,8,Police Department,2,Contractual services,260,Data processing,2600,Data center charges,83808,Warrant Office,17823
3914,255,TIF Districts Fund,BU740010,12,14,Public Works  & Utilities,2,Contractual services,280,Buildings and grounds charges,2803,Maintenance - buildings,148566,Gilbert & Mosley-SWE S Washington/Englis,600
3915,255,TIF Districts Fund,BU740010,13,14,Public Works  & Utilities,2,Contractual services,220,Communications,2207,Postage - regular,148656,North Industrial Corridor-General Progra,250
3916,100,General Fund,BU740010,14,17,Park,2,Contractual services,210,Utilities,2104,Water,172101,Park Maintenance Administration,3656
3917,100,General Fund,BU740010,15,17,Park,2,Contractual services,220,Communications,2200,PBX - line charges,172101,Park Maintenance Administration,456
3918,100,General Fund,BU740010,16,17,Park,2,Contractual services,220,Communications,2201,PBX - instrument charges,172101,Park Maintenance Administration,690
3919,100,General Fund,BU740010,17,17,Park,2,Contractual services,220,Communications,2215,Plexar,172101,Park Maintenance Administration,2232
3920,100,General Fund,BU740010,18,17,Park,2,Contractual services,220,Communications,2216,Voice mail,172101,Park Maintenance Administration,336
3921,100,General Fund,BU740010,19,17,Park,2,Contractual services,230,Transportation and training,2399,Other training/transportation,172101,Park Maintenance Administration,400
3922,100,General Fund,BU740010,20,17,Park,2,Contractual services,240,Insurance,2400,Building and contents insurance,172101,Park Maintenance Administration,1042
3923,100,General Fund,BU740010,21,17,Park,2,Contractual services,240,Insurance,2401,Vehicle liability,172101,Park Maintenance Administration,1050
3924,100,General Fund,BU740010,22,17,Park,2,Contractual services,260,Data processing,2600,Data center charges,172101,Park Maintenance Administration,67095
3925,100,General Fund,BU740010,23,17,Park,2,Contractual services,290,Other contractuals,2906,Membership dues,172101,Park Maintenance Administration,360
3926,100,General Fund,BU740010,24,17,Park,2,Contractual services,290,Other contractuals,2917,Printing and copying,172101,Park Maintenance Administration,350
3927,100,General Fund,BU740010,25,17,Park,3,Materials and supplies,310,Office supplies,3103,Office supplies,172101,Park Maintenance Administration,325
3928,100,General Fund,BU740010,26,17,Park,3,Materials and supplies,340,Equipment parts,3408,Communication,172101,Park Maintenance Administration,103
3929,100,General Fund,BU740010,27,17,Park,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,172102,Park Maintenance,370921
3930,100,General Fund,BU740010,28,17,Park,1,Personnel services,110,Regular salaries,1101,Longevity,172102,Park Maintenance,5904
3931,100,General Fund,BU740010,29,17,Park,1,Personnel services,110,Regular salaries,1190,Accrual,172102,Park Maintenance,3390
3932,100,General Fund,BU740010,30,17,Park,1,Personnel services,120,Special salaries,1200,Part time/seasonal,172102,Park Maintenance,16307
3933,100,General Fund,BU740010,31,17,Park,1,Personnel services,120,Special salaries,1204,Clothing allowance,172102,Park Maintenance,1363
3934,100,General Fund,BU740010,32,17,Park,1,Personnel services,120,Special salaries,1208,Cellular phone allowance,172102,Park Maintenance,600
3935,100,General Fund,BU740010,33,17,Park,1,Personnel services,140,Employee benefits,1400,FICA,172102,Park Maintenance,30075
3936,100,General Fund,BU740010,34,17,Park,1,Personnel services,140,Employee benefits,1401,Employee pension,172102,Park Maintenance,46349
3937,100,General Fund,BU740010,35,17,Park,1,Personnel services,140,Employee benefits,1403,Workers compensation,172102,Park Maintenance,8155
3938,100,General Fund,BU740010,36,17,Park,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,172102,Park Maintenance,786
3943,100,General Fund,BU740027,35,8,Police Department,2,Contractual services,270,Equipment charges,2700,Motor pool - scheduled charges,83808,Warrant Office,15600
3944,100,General Fund,BU740027,36,8,Police Department,2,Contractual services,290,Other contractuals,2917,Printing and copying,83808,Warrant Office,3350
3945,100,General Fund,BU740027,37,8,Police Department,3,Materials and supplies,310,Office supplies,3103,Office supplies,83808,Warrant Office,1700
3946,100,General Fund,BU740027,38,8,Police Department,3,Materials and supplies,340,Equipment parts,3405,Fuel,83808,Warrant Office,1463
3947,100,General Fund,BU740027,39,9,Housing & Community Services,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,90196,Housing Services Administration,187755
3948,100,General Fund,BU740027,40,9,Housing & Community Services,1,Personnel services,110,Regular salaries,1199,Other,90196,Housing Services Administration,-14991
3949,100,General Fund,BU740027,41,9,Housing & Community Services,1,Personnel services,120,Special salaries,1204,Clothing allowance,90196,Housing Services Administration,150
3950,100,General Fund,BU740027,42,9,Housing & Community Services,1,Personnel services,120,Special salaries,1205,Auto allowance,90196,Housing Services Administration,2400
3951,100,General Fund,BU740027,43,9,Housing & Community Services,1,Personnel services,120,Special salaries,1208,Cellular phone allowance,90196,Housing Services Administration,600
3952,100,General Fund,BU740027,44,9,Housing & Community Services,1,Personnel services,140,Employee benefits,1400,FICA,90196,Housing Services Administration,11186
3953,100,General Fund,BU740027,45,9,Housing & Community Services,1,Personnel services,140,Employee benefits,1401,Employee pension,90196,Housing Services Administration,21250
3954,100,General Fund,BU740027,46,9,Housing & Community Services,1,Personnel services,140,Employee benefits,1403,Workers compensation,90196,Housing Services Administration,1943
3955,100,General Fund,BU740027,47,9,Housing & Community Services,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,90196,Housing Services Administration,345
3956,100,General Fund,BU740027,48,9,Housing & Community Services,1,Personnel services,140,Employee benefits,1405,Group health insurance,90196,Housing Services Administration,17365
3957,100,General Fund,BU740027,49,9,Housing & Community Services,1,Personnel services,140,Employee benefits,1406,Group life insurance,90196,Housing Services Administration,751
3958,100,General Fund,BU740027,50,9,Housing & Community Services,2,Contractual services,230,Transportation and training,2308,Transportation - out of town,90196,Housing Services Administration,3000
3959,520,Transit Fund,BU740027,51,16,Transit,3,Materials and supplies,390,Other commodities,3999,Other commodities,160037,Transit Center,3000
3960,520,Transit Fund,BU740027,52,16,Transit,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,160044,Special Services,225780
3961,520,Transit Fund,BU740027,53,16,Transit,1,Personnel services,110,Regular salaries,1101,Longevity,160044,Special Services,1404
3962,520,Transit Fund,BU740027,54,16,Transit,1,Personnel services,140,Employee benefits,1400,FICA,160044,Special Services,17380
3963,520,Transit Fund,BU740027,55,16,Transit,1,Personnel services,140,Employee benefits,1401,Employee pension,160044,Special Services,26868
3964,520,Transit Fund,BU740027,56,16,Transit,1,Personnel services,140,Employee benefits,1403,Workers compensation,160044,Special Services,9121
3965,520,Transit Fund,BU740027,57,16,Transit,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,160044,Special Services,454
3966,265,City/County Joint Operations Fund,BU740027,58,13,Public Works & Utilities,2,Contractual services,210,Utilities,2100,Electricity,133224,CITY-CTY FLOOD CONTRL,1885
3967,265,City/County Joint Operations Fund,BU740027,59,13,Public Works & Utilities,2,Contractual services,210,Utilities,2106,Landfill,133224,CITY-CTY FLOOD CONTRL,1500
3968,100,General Fund,BU740027,60,14,Public Works  & Utilities,2,Contractual services,220,Communications,2200,PBX - line charges,142044,Food,228
3969,520,Transit Fund,BU740027,61,16,Transit,1,Personnel services,140,Employee benefits,1405,Group health insurance,160044,Special Services,50209
3970,100,General Fund,BU740027,62,17,Park,2,Contractual services,250,Professional services,2599,Other professional services,173502,Activity Camp,9050
3971,100,General Fund,BU740027,63,17,Park,2,Contractual services,280,Buildings and grounds charges,2801,Lease/Rent-Buildings or grounds,173502,Activity Camp,7590
3972,100,General Fund,BU740027,64,17,Park,2,Contractual services,290,Other contractuals,2917,Printing and copying,173502,Activity Camp,2375
3973,540,WATER UTILITY FUND,BU740027,65,18,Public Works & Utilities,5,Other expenditures,510,Interfund transfers,5101,Reimbursements-interfund & interdepart,183004,WATER ADMINISTRATION,4358801
3974,540,WATER UTILITY FUND,BU740027,66,18,Public Works & Utilities,5,Other expenditures,520,Debt service,5200,Principal - G.O.,183004,WATER ADMINISTRATION,4665000
3975,540,WATER UTILITY FUND,BU740027,67,18,Public Works & Utilities,5,Other expenditures,520,Debt service,5202,Principal - revenue bonds,183004,WATER ADMINISTRATION,12616259
3976,540,WATER UTILITY FUND,BU740027,68,18,Public Works & Utilities,5,Other expenditures,520,Debt service,5203,Interest - G.O.,183004,WATER ADMINISTRATION,4983725
